Base_Model,Quantization,Direction,Category_Type,Category_Value,comet_score,chrf_score,Count,Baseline_COMET,Baseline_chrF,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Category_Penalty,chrF_Category_Penalty,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Excess_Category_Effect,chrF_Excess_Category_Effect
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Art",0.899013,0.704249,1,0.899013,0.704249,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Climate",0.91045,0.708996,2,0.92024,0.755337,0.880579,0.630602,0.878883,0.633978,0.009789,0.046341,-0.001696,0.003375,0.011485,0.042966
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Cuisine",0.907169,0.721324,1,0.901792,0.716828,0.880579,0.630602,0.878883,0.633978,-0.005378,-0.004497,-0.001696,0.003375,-0.003682,-0.007872
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Culture",0.883321,0.634754,4,0.895271,0.676387,0.880579,0.630602,0.878883,0.633978,0.011949,0.041633,-0.001696,0.003375,0.013645,0.038258
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Economy",0.880134,0.594361,2,0.85896,0.617833,0.880579,0.630602,0.878883,0.633978,-0.021174,0.023472,-0.001696,0.003375,-0.019478,0.020096
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Geography",0.884092,0.654935,3,0.88914,0.714692,0.880579,0.630602,0.878883,0.633978,0.005048,0.059757,-0.001696,0.003375,0.006744,0.056381
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, History",0.888221,0.702352,6,0.894794,0.756863,0.880579,0.630602,0.878883,0.633978,0.006574,0.054512,-0.001696,0.003375,0.00827,0.051136
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Insects",0.880242,0.470079,2,0.880914,0.465351,0.880579,0.630602,0.878883,0.633978,0.000672,-0.004728,-0.001696,0.003375,0.002368,-0.008103
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Laundry",0.913396,0.626871,1,0.913396,0.626871,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Music",0.89017,0.520099,2,0.577683,0.310566,0.880579,0.630602,0.878883,0.633978,-0.312487,-0.209533,-0.001696,0.003375,-0.310791,-0.212908
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Safety",0.871163,0.57816,10,0.876579,0.603771,0.880579,0.630602,0.878883,0.633978,0.005416,0.025611,-0.001696,0.003375,0.007112,0.022235
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Sports Events",0.9074,0.632209,1,0.908006,0.634516,0.880579,0.630602,0.878883,0.633978,0.000605,0.002307,-0.001696,0.003375,0.002301,-0.001068
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Tourism",0.8882,0.648578,4,0.881439,0.602277,0.880579,0.630602,0.878883,0.633978,-0.006761,-0.046301,-0.001696,0.003375,-0.005065,-0.049676
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Wildlife",0.872874,0.576757,3,0.867609,0.611499,0.880579,0.630602,0.878883,0.633978,-0.005265,0.034743,-0.001696,0.003375,-0.003569,0.031368
Llama Krikri 8B,Fp4,GR-EN,Topic,United_States_Charters_Of_Freedom/Constitution,0.805704,0.316647,1,0.846488,0.460336,0.880579,0.630602,0.878883,0.633978,0.040784,0.143689,-0.001696,0.003375,0.04248,0.140314
Llama Krikri 8B,Fp4,GR-EN,Topic,United_States_Charters_Of_Freedom/Declaration_Of_Independence,0.837712,0.320056,1,0.847251,0.294117,0.880579,0.630602,0.878883,0.633978,0.009539,-0.025939,-0.001696,0.003375,0.011235,-0.029314
Llama Krikri 8B,Fp4,GR-EN,Topic,Warfare,0.891087,0.646279,3,0.894751,0.686672,0.880579,0.630602,0.878883,0.633978,0.003664,0.040393,-0.001696,0.003375,0.00536,0.037018
Llama Krikri 8B,Fp4,GR-EN,Topic,Weather,0.932501,0.817164,2,0.921828,0.78341,0.880579,0.630602,0.878883,0.633978,-0.010674,-0.033755,-0.001696,0.003375,-0.008978,-0.03713
Llama Krikri 8B,Fp4,GR-EN,Topic,Wikijunior:Dinosaurs/Extinction,0.828049,0.555261,1,0.828049,0.555261,0.880579,0.630602,0.878883,0.633978,-0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,"Work, Travel",0.936831,0.684185,1,0.936831,0.684185,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,"World Heritage, Machu Picchu",0.929986,0.658589,1,0.929986,0.658589,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,World_War_Ii/Liberation_Of_Western_Europe,0.92715,0.756012,1,0.92715,0.756012,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Yoga/Yoga_Tales,0.899257,0.771506,3,0.894905,0.750407,0.880579,0.630602,0.878883,0.633978,-0.004353,-0.021099,-0.001696,0.003375,-0.002657,-0.024474
Llama Krikri 8B,Fp4 AWQ,GR-EN,Domain,Other,0.882696,0.633164,64,0.883437,0.638502,0.880949,0.631785,0.878883,0.633978,0.00074,0.005338,-0.002066,0.002193,0.002806,0.003145
Llama Krikri 8B,Fp4 AWQ,GR-EN,Domain,Wikijunior,0.887133,0.625329,31,0.881844,0.625668,0.880949,0.631785,0.878883,0.633978,-0.00529,0.000339,-0.002066,0.002193,-0.003224,-0.001854
Llama Krikri 8B,Fp4 AWQ,GR-EN,Domain,Wikinews,0.88212,0.645945,102,0.880816,0.6488,0.880949,0.631785,0.878883,0.633978,-0.001304,0.002855,-0.002066,0.002193,0.000762,0.000663
Llama Krikri 8B,Fp4 AWQ,GR-EN,Domain,Wikivoyage,0.876843,0.618848,103,0.873249,0.618988,0.880949,0.631785,0.878883,0.633978,-0.003593,0.00014,-0.002066,0.002193,-0.001528,-0.002052
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Accident,0.882065,0.601271,4,0.877091,0.569753,0.880949,0.631785,0.878883,0.633978,-0.004974,-0.031518,-0.002066,0.002193,-0.002908,-0.033711
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,American Education/Forgotten Half/Foster Care,0.868215,0.448277,1,0.878339,0.461314,0.880949,0.631785,0.878883,0.633978,0.010124,0.013037,-0.002066,0.002193,0.01219,0.010844
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,American Education/Technology (Role),0.800515,0.496688,1,0.796575,0.487872,0.880949,0.631785,0.878883,0.633978,-0.00394,-0.008816,-0.002066,0.002193,-0.001875,-0.011009
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,American_Revolution/The_Declaration_Of_Independence,0.920472,0.690961,1,0.916322,0.689597,0.880949,0.631785,0.878883,0.633978,-0.00415,-0.001364,-0.002066,0.002193,-0.002084,-0.003557
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Ancient Civilizations/Romans,0.888646,0.47621,2,0.889925,0.490279,0.880949,0.631785,0.878883,0.633978,0.001279,0.014069,-0.002066,0.002193,0.003345,0.011876
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Ancient_Civilizations/Babylonians,0.857656,0.541755,2,0.864653,0.612693,0.880949,0.631785,0.878883,0.633978,0.006997,0.070938,-0.002066,0.002193,0.009063,0.068745
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Ancient_Civilizations/Hebrews,0.859817,0.706764,1,0.859817,0.706764,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Ancient_Civilizations/What_Is_A_Civilization%3F,0.894183,0.521798,1,0.894183,0.521798,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"Antartica, Travel",0.883811,0.735798,2,0.897198,0.760907,0.880949,0.631785,0.878883,0.633978,0.013387,0.025109,-0.002066,0.002193,0.015452,0.022916
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"Big Cats, Lion",0.837801,0.572752,1,0.783828,0.560678,0.880949,0.631785,0.878883,0.633978,-0.053973,-0.012074,-0.002066,0.002193,-0.051907,-0.014267
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"Big Cats, Ocelot",0.821995,0.495154,2,0.827604,0.509008,0.880949,0.631785,0.878883,0.633978,0.005609,0.013854,-0.002066,0.002193,0.007675,0.011661
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"Big Cats, Tiger",0.892597,0.751193,1,0.892597,0.751193,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"Biology, Origin Of Life",0.899503,0.736012,1,0.899503,0.736012,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"Biology, Plants",0.94584,0.827987,1,0.94584,0.827987,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Blended Learning/Blogging,0.895878,0.754698,1,0.898163,0.751257,0.880949,0.631785,0.878883,0.633978,0.002285,-0.003441,-0.002066,0.002193,0.00435,-0.005633
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Blended Learning/Field Trips,0.878231,0.6638,2,0.872087,0.657402,0.880949,0.631785,0.878883,0.633978,-0.006144,-0.006398,-0.002066,0.002193,-0.004079,-0.008591
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Bugs/Insects_Intro,0.866472,0.724681,2,0.862119,0.724174,0.880949,0.631785,0.878883,0.633978,-0.004353,-0.000507,-0.002066,0.002193,-0.002287,-0.0027
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Business,0.896601,0.482225,2,0.885236,0.390464,0.880949,0.631785,0.878883,0.633978,-0.011365,-0.091761,-0.002066,0.002193,-0.009299,-0.093954
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Climate,0.903299,0.726668,2,0.909638,0.764431,0.880949,0.631785,0.878883,0.633978,0.006339,0.037763,-0.002066,0.002193,0.008405,0.035571
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Cognitive Psycology And Neuroscience/Cognitive Neuropsychology,0.889947,0.657896,3,0.895446,0.654016,0.880949,0.631785,0.878883,0.633978,0.005499,-0.00388,-0.002066,0.002193,0.007565,-0.006073
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Communication,0.89619,0.566306,1,0.899787,0.658347,0.880949,0.631785,0.878883,0.633978,0.003596,0.092041,-0.002066,0.002193,0.005662,0.089848
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Communication Theory/Nonverbal Comms,0.794145,0.428727,1,0.826242,0.510755,0.880949,0.631785,0.878883,0.633978,0.032097,0.082027,-0.002066,0.002193,0.034163,0.079835
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Communication Theory/Uses And Gratifications,0.935838,0.699455,2,0.935838,0.699455,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Crime,0.875849,0.559315,4,0.877887,0.555224,0.880949,0.631785,0.878883,0.633978,0.002038,-0.004091,-0.002066,0.002193,0.004104,-0.006284
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Crime And Law,0.903175,0.629496,6,0.898144,0.616022,0.880949,0.631785,0.878883,0.633978,-0.005031,-0.013474,-0.002066,0.002193,-0.002965,-0.015667
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Culture,0.885951,0.562512,1,0.888238,0.568257,0.880949,0.631785,0.878883,0.633978,0.002287,0.005745,-0.002066,0.002193,0.004352,0.003552
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Culture And Entertainment,0.861188,0.611582,6,0.859926,0.620388,0.880949,0.631785,0.878883,0.633978,-0.001262,0.008807,-0.002066,0.002193,0.000804,0.006614
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"Dinosaurs, Mosasaurus",0.851904,0.681213,1,0.855436,0.675614,0.880949,0.631785,0.878883,0.633978,0.003532,-0.005599,-0.002066,0.002193,0.005598,-0.007792
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Disaster,0.898748,0.683068,4,0.892259,0.662539,0.880949,0.631785,0.878883,0.633978,-0.006489,-0.020528,-0.002066,0.002193,-0.004423,-0.022721
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Disasters And Accidents,0.911613,0.605026,3,0.909268,0.593263,0.880949,0.631785,0.878883,0.633978,-0.002345,-0.011763,-0.002066,0.002193,-0.00028,-0.013956
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"Disease, Research, Canada",0.839711,0.544605,1,0.839711,0.544605,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Entertainment,0.915483,0.794125,6,0.915402,0.774929,0.880949,0.631785,0.878883,0.633978,-8.1e-05,-0.019196,-0.002066,0.002193,0.001985,-0.021389
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Environment,0.89577,0.705261,6,0.898814,0.720067,0.880949,0.631785,0.878883,0.633978,0.003044,0.014806,-0.002066,0.002193,0.00511,0.012613
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Environmental_Theory_And_Collection_Of_Ideas/Environmentalism_And_Survival,0.87557,0.490354,3,0.873664,0.471375,0.880949,0.631785,0.878883,0.633978,-0.001905,-0.018979,-0.002066,0.002193,0.00016,-0.021171
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Europe/Vatican_City,0.933632,0.676091,1,0.932465,0.66792,0.880949,0.631785,0.878883,0.633978,-0.001167,-0.008171,-0.002066,0.002193,0.000899,-0.010364
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,European History/Challenges To Spiritual Authority,0.88897,0.754585,2,0.889142,0.760411,0.880949,0.631785,0.878883,0.633978,0.000172,0.005826,-0.002066,0.002193,0.002237,0.003633
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,European History/Revolution In France,0.870434,0.556621,1,0.870434,0.556621,0.880949,0.631785,0.878883,0.633978,-0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,European History/World War,0.908012,0.752852,1,0.908012,0.752852,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Food,0.859101,0.5554,3,0.85671,0.569253,0.880949,0.631785,0.878883,0.633978,-0.002391,0.013853,-0.002066,0.002193,-0.000326,0.01166
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Fundamentals_Of_Transportation/Introduction,0.917779,0.726873,1,0.927209,0.752734,0.880949,0.631785,0.878883,0.633978,0.009431,0.025861,-0.002066,0.002193,0.011496,0.023668
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Fundamentals_Of_Transportation/Traffic_Flow,0.885085,0.679761,2,0.885085,0.679761,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Health,0.881129,0.573534,5,0.887833,0.593997,0.880949,0.631785,0.878883,0.633978,0.006704,0.020463,-0.002066,0.002193,0.00877,0.01827
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,History Of Islam/Early Islam,0.871435,0.647772,2,0.884636,0.645494,0.880949,0.631785,0.878883,0.633978,0.013201,-0.002278,-0.002066,0.002193,0.015267,-0.004471
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,History Of Technology/Cultural Determinism,0.892217,0.728456,1,0.899492,0.729972,0.880949,0.631785,0.878883,0.633978,0.007275,0.001516,-0.002066,0.002193,0.009341,-0.000677
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,History Of Technology/Technological Determism,0.929913,0.781735,1,0.929913,0.781735,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,History_Of_Rail_Transport/Early_Rail_Transportation,0.860058,0.595298,1,0.857793,0.627071,0.880949,0.631785,0.878883,0.633978,-0.002265,0.031773,-0.002066,0.002193,-0.000199,0.02958
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"How Things Work, Flush Toilets",0.875391,0.562602,1,0.87259,0.486424,0.880949,0.631785,0.878883,0.633978,-0.002801,-0.076178,-0.002066,0.002193,-0.000735,-0.07837
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,How To Play The Violin/Bowing,0.800135,0.396995,2,0.793886,0.396149,0.880949,0.631785,0.878883,0.633978,-0.006249,-0.000846,-0.002066,0.002193,-0.004183,-0.003038
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,How_Things_Work/Pencil,0.892008,0.578081,2,0.892008,0.578081,0.880949,0.631785,0.878883,0.633978,-0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,International,0.864597,0.569722,1,0.879717,0.618024,0.880949,0.631785,0.878883,0.633978,0.01512,0.048302,-0.002066,0.002193,0.017185,0.046109
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Internatoinal,0.92517,0.683529,1,0.92517,0.683529,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Language/Italian,0.860283,0.539549,1,0.860284,0.539549,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Language/Persian,0.882432,0.569892,1,0.882431,0.569892,0.880949,0.631785,0.878883,0.633978,-0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Law,0.872973,0.519218,1,0.780358,0.50571,0.880949,0.631785,0.878883,0.633978,-0.092615,-0.013508,-0.002066,0.002193,-0.09055,-0.015701
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Learning Theories/Organizational Learning,0.898731,0.622458,1,0.898731,0.622458,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Managing Groups & Teams/Leader Credibility,0.853495,0.637524,1,0.828708,0.63265,0.880949,0.631785,0.878883,0.633978,-0.024787,-0.004873,-0.002066,0.002193,-0.022722,-0.007066
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Managing Groups & Teams/Motivation,0.922728,0.625881,3,0.918675,0.583907,0.880949,0.631785,0.878883,0.633978,-0.004053,-0.041975,-0.002066,0.002193,-0.001988,-0.044168
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Managing Groups & Teams/Virtual Teams,0.878653,0.655141,2,0.878581,0.680889,0.880949,0.631785,0.878883,0.633978,-7.2e-05,0.025748,-0.002066,0.002193,0.001994,0.023556
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Media,0.899204,0.71168,1,0.895391,0.746979,0.880949,0.631785,0.878883,0.633978,-0.003812,0.0353,-0.002066,0.002193,-0.001746,0.033107
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Modern Photography/Format,0.869615,0.622844,2,0.878021,0.640661,0.880949,0.631785,0.878883,0.633978,0.008406,0.017817,-0.002066,0.002193,0.010472,0.015624
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Music,0.826,0.740728,1,0.800263,0.722679,0.880949,0.631785,0.878883,0.633978,-0.025738,-0.018048,-0.002066,0.002193,-0.023672,-0.020241
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Natural Wonders/Astronomy,0.897617,0.642605,2,0.904735,0.676466,0.880949,0.631785,0.878883,0.633978,0.007118,0.033861,-0.002066,0.002193,0.009184,0.031668
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Natural Wonders/Botanical Tourism In Singapore,0.902463,0.636305,1,0.902463,0.636305,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Natural Wonders/Cherry Blossom,0.909413,0.787347,2,0.913063,0.790215,0.880949,0.631785,0.878883,0.633978,0.003651,0.002868,-0.002066,0.002193,0.005717,0.000676
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Natural Wonders/Galapagos Wildlife,0.917983,0.799227,2,0.927741,0.8247,0.880949,0.631785,0.878883,0.633978,0.009758,0.025473,-0.002066,0.002193,0.011823,0.02328
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Natural Wonders/Midnight Sun,0.836417,0.444406,1,0.841169,0.447787,0.880949,0.631785,0.878883,0.633978,0.004752,0.003381,-0.002066,0.002193,0.006817,0.001188
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Natural Wonders/Waterways,0.880879,0.614515,2,0.880963,0.596122,0.880949,0.631785,0.878883,0.633978,8.4e-05,-0.018393,-0.002066,0.002193,0.00215,-0.020586
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Nature,0.906562,0.619183,2,0.90595,0.617357,0.880949,0.631785,0.878883,0.633978,-0.000612,-0.001827,-0.002066,0.002193,0.001454,-0.004019
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Nikola Tesla/Middle Years,0.875811,0.622165,1,0.875811,0.622165,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Paleoanthropology/Genetics,0.874237,0.788812,1,0.874237,0.788812,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Paleoanthropology/Oldowan Period,0.874765,0.656026,1,0.874765,0.656026,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Policy,0.837183,0.634983,1,0.842297,0.612423,0.880949,0.631785,0.878883,0.633978,0.005115,-0.022561,-0.002066,0.002193,0.00718,-0.024754
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Politics,0.872632,0.674923,13,0.873793,0.676363,0.880949,0.631785,0.878883,0.633978,0.001161,0.00144,-0.002066,0.002193,0.003226,-0.000753
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Politics And Conflicts,0.870168,0.638542,4,0.851291,0.635101,0.880949,0.631785,0.878883,0.633978,-0.018877,-0.003442,-0.002066,0.002193,-0.016811,-0.005635
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Reason To Travel/Christmas And New Year,0.898812,0.670702,1,0.887566,0.614117,0.880949,0.631785,0.878883,0.633978,-0.011246,-0.056586,-0.002066,0.002193,-0.009181,-0.058778
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Reason To Travel/Working In Japan,0.905407,0.579017,2,0.898381,0.504929,0.880949,0.631785,0.878883,0.633978,-0.007026,-0.074088,-0.002066,0.002193,-0.004961,-0.076281
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Religion,0.926427,0.820838,2,0.92113,0.790798,0.880949,0.631785,0.878883,0.633978,-0.005297,-0.03004,-0.002066,0.002193,-0.003231,-0.032233
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Remembering The Templars,0.932046,0.658818,1,0.932046,0.658818,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Research,0.858684,0.700385,1,0.858684,0.700385,0.880949,0.631785,0.878883,0.633978,-0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Sailing,0.804299,0.535745,2,0.80251,0.526881,0.880949,0.631785,0.878883,0.633978,-0.001789,-0.008864,-0.002066,0.002193,0.000276,-0.011057
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Sciece,0.86117,0.681833,3,0.856205,0.670812,0.880949,0.631785,0.878883,0.633978,-0.004965,-0.011021,-0.002066,0.002193,-0.002899,-0.013213
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Science,0.907939,0.665658,7,0.909462,0.673704,0.880949,0.631785,0.878883,0.633978,0.001524,0.008046,-0.002066,0.002193,0.003589,0.005853
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Science And Technology,0.871099,0.644747,3,0.87905,0.720239,0.880949,0.631785,0.878883,0.633978,0.007951,0.075492,-0.002066,0.002193,0.010017,0.0733
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"Science Experiments, Bath Fizzler",0.896027,0.617028,1,0.896027,0.617028,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,"Science Experiments, Red Cabbage",0.921452,0.71602,2,0.922798,0.720495,0.880949,0.631785,0.878883,0.633978,0.001346,0.004475,-0.002066,0.002193,0.003411,0.002283
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Science/Animal Behavior,0.881363,0.644266,2,0.881155,0.645649,0.880949,0.631785,0.878883,0.633978,-0.000208,0.001383,-0.002066,0.002193,0.001858,-0.00081
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Science/Applied Ecology,0.832879,0.353856,1,0.833592,0.344823,0.880949,0.631785,0.878883,0.633978,0.000713,-0.009033,-0.002066,0.002193,0.002779,-0.011226
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Science/First Aid,0.865922,0.504204,1,0.865923,0.504204,0.880949,0.631785,0.878883,0.633978,0.0,0.0,-0.002066,0.002193,0.002066,-0.002193
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Science/General Biology,0.890842,0.692221,2,0.880238,0.623938,0.880949,0.631785,0.878883,0.633978,-0.010604,-0.068282,-0.002066,0.002193,-0.008539,-0.070475
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Science/Nature Of Science,0.929284,0.678607,1,0.932118,0.732427,0.880949,0.631785,0.878883,0.633978,0.002834,0.053819,-0.002066,0.002193,0.0049,0.051627
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Science/Parasitic Insects,0.829521,0.487255,1,0.763852,0.553595,0.880949,0.631785,0.878883,0.633978,-0.065669,0.06634,-0.002066,0.002193,-0.063603,0.064147
Llama Krikri 8B,Fp4 AWQ,GR-EN,Topic,Science/Sexual Health,0.893593,0.646737,1,0.921415,0.75731,0.880949,0.631785,0.878883,0.633978,0.027822,0.110573,-0.002066,0.002193,0.029888,0.10838
