Base_Model,Quantization,Direction,Challenge,Normal_Count,Challenging_Count,COMET_Normal,COMET_Challenging,chrF_Normal,chrF_Challenging,COMET_Raw_Gap,chrF_Raw_Gap,Baseline_COMET_Normal,Baseline_COMET_Challenging,Baseline_chrF_Normal,Baseline_chrF_Challenging,Baseline_COMET_Raw_Gap,Baseline_chrF_Raw_Gap,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Normal_Penalty,COMET_Challenging_Penalty,chrF_Normal_Penalty,chrF_Challenging_Penalty,COMET_Excess_Challenge_Effect,chrF_Excess_Challenge_Effect,COMET_Effect_Check,chrF_Effect_Check
Llama 3 8B,Nf4,All,Has_Rare_Words,224,376,0.870919,0.857139,0.505161,0.536229,0.01378,-0.031068,0.877338,0.865454,0.513227,0.552885,0.011883,-0.039657,0.862283,0.52463,0.869891,0.538079,0.007608,0.013449,0.006419,0.008316,0.008067,0.016655,0.001897,0.008589,0.001897,0.008589
Llama 3 8B,Nf4,All,High_Morphology,450,150,0.860435,0.867828,0.519004,0.541509,-0.007392,-0.022505,0.867453,0.877205,0.532779,0.553978,-0.009752,-0.021199,0.862283,0.52463,0.869891,0.538079,0.007608,0.013449,0.007018,0.009377,0.013775,0.012469,0.002359,-0.001306,0.002359,-0.001306
Llama 3 8B,Nf4,All,Is_Long_Sentence,565,35,0.863603,0.840973,0.521117,0.581352,0.02263,-0.060236,0.871089,0.850546,0.534717,0.59235,0.020543,-0.057633,0.862283,0.52463,0.869891,0.538079,0.007608,0.013449,0.007486,0.009573,0.013601,0.010998,0.002087,-0.002603,0.002087,-0.002603
Llama 3 8B,2bit 10% Fast Spqr,EN-GR,Has_Rare_Words,163,137,0.508872,0.494057,0.216982,0.209935,0.014815,0.007047,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.502106,0.213764,0.869164,0.477214,0.367057,0.26345,0.366517,0.3677,0.263838,0.262989,0.001183,-0.00085,0.001183,-0.00085
Llama 3 8B,2bit 10% Fast Spqr,EN-GR,High_Morphology,225,75,0.499871,0.508814,0.209262,0.22727,-0.008943,-0.018007,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.502106,0.213764,0.869164,0.477214,0.367057,0.26345,0.366584,0.368478,0.262723,0.265631,0.001894,0.002908,0.001894,0.002908
Llama 3 8B,2bit 10% Fast Spqr,EN-GR,Is_Long_Sentence,288,12,0.507678,0.36838,0.215991,0.160318,0.139298,0.055673,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.502106,0.213764,0.869164,0.477214,0.367057,0.26345,0.362392,0.479028,0.260584,0.33223,0.116636,0.071646,0.116636,0.071646
Llama 3 8B,2bit 5% Spqr,EN-GR,Has_Rare_Words,163,137,0.394557,0.357304,0.001205,0.010655,0.037253,-0.00945,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.377545,0.00552,0.869164,0.477214,0.491619,0.471694,0.480832,0.504453,0.479616,0.462269,0.023621,-0.017346,0.023621,-0.017346
Llama 3 8B,2bit 5% Spqr,EN-GR,High_Morphology,236,64,0.37014,0.404851,0.006225,0.002923,-0.034711,0.003302,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.377545,0.00552,0.869164,0.477214,0.491619,0.471694,0.496314,0.47244,0.465761,0.489978,-0.023874,0.024217,-0.023874,0.024217
Llama 3 8B,2bit 5% Spqr,EN-GR,Is_Long_Sentence,288,12,0.381415,0.284654,0.00505,0.016816,0.096761,-0.011766,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.377545,0.00552,0.869164,0.477214,0.491619,0.471694,0.488655,0.562754,0.471526,0.475732,0.074099,0.004206,0.074099,0.004206
Llama 3 8B,4bit K-Means,EN-GR,Has_Rare_Words,163,137,0.722277,0.679491,0.357966,0.321567,0.042786,0.036399,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.702738,0.341344,0.869164,0.477214,0.166426,0.13587,0.153112,0.182266,0.122854,0.151357,0.029154,0.028503,0.029154,0.028503
Llama 3 8B,4bit K-Means,EN-GR,High_Morphology,225,75,0.697238,0.719237,0.340002,0.345369,-0.021999,-0.005367,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.702738,0.341344,0.869164,0.477214,0.166426,0.13587,0.169216,0.158055,0.131983,0.147531,-0.011161,0.015548,-0.011161,0.015548
Llama 3 8B,4bit K-Means,EN-GR,Is_Long_Sentence,288,12,0.704137,0.669148,0.341453,0.338722,0.034989,0.002732,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.702738,0.341344,0.869164,0.477214,0.166426,0.13587,0.165933,0.17826,0.135122,0.153826,0.012327,0.018704,0.012327,0.018704
Llama 3 8B,4bit Omniquant,EN-GR,Has_Rare_Words,163,137,0.841635,0.825705,0.450579,0.428749,0.01593,0.02183,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.83436,0.44061,0.869164,0.477214,0.034803,0.036605,0.033754,0.036052,0.030242,0.044175,0.002298,0.013933,0.002298,0.013933
Llama 3 8B,4bit Omniquant,EN-GR,High_Morphology,225,75,0.835206,0.831822,0.443673,0.431419,0.003384,0.012254,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.83436,0.44061,0.869164,0.477214,0.034803,0.036605,0.031248,0.04547,0.028313,0.061481,0.014222,0.033169,0.014222,0.033169
Llama 3 8B,4bit Omniquant,EN-GR,Is_Long_Sentence,288,12,0.834943,0.820379,0.43926,0.473006,0.014564,-0.033746,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.83436,0.44061,0.869164,0.477214,0.034803,0.036605,0.035127,0.027029,0.037316,0.019542,-0.008098,-0.017774,-0.008098,-0.017774
Llama 3 8B,4bit Optimized GPTQ,EN-GR,Has_Rare_Words,163,137,0.861312,0.848014,0.462619,0.467098,0.013298,-0.004479,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.85524,0.464664,0.869164,0.477214,0.013924,0.01255,0.014076,0.013742,0.018202,0.005826,-0.000334,-0.012375,-0.000334,-0.012375
Llama 3 8B,4bit Optimized GPTQ,EN-GR,High_Morphology,225,75,0.855814,0.853518,0.463856,0.467089,0.002295,-0.003233,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.85524,0.464664,0.869164,0.477214,0.013924,0.01255,0.010641,0.023773,0.00813,0.025812,0.013133,0.017682,0.013133,0.017682
Llama 3 8B,4bit Optimized GPTQ,EN-GR,Is_Long_Sentence,288,12,0.855817,0.841381,0.46483,0.460679,0.014436,0.004151,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.85524,0.464664,0.869164,0.477214,0.013924,0.01255,0.014253,0.006027,0.011745,0.031869,-0.008226,0.020123,-0.008226,0.020123
Llama 3 8B,4bit Spinquant,EN-GR,Has_Rare_Words,163,137,0.859387,0.846426,0.470484,0.453521,0.012961,0.016963,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.853468,0.462738,0.869164,0.477214,0.015695,0.014477,0.016002,0.015331,0.010336,0.019403,-0.000671,0.009066,-0.000671,0.009066
Llama 3 8B,4bit Spinquant,EN-GR,High_Morphology,225,75,0.849095,0.866587,0.454727,0.486769,-0.017491,-0.032042,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.853468,0.462738,0.869164,0.477214,0.015695,0.014477,0.017359,0.010705,0.017258,0.006131,-0.006654,-0.011127,-0.006654,-0.011127
Llama 3 8B,4bit Spinquant,EN-GR,Is_Long_Sentence,288,12,0.854377,0.831647,0.462084,0.478431,0.02273,-0.016347,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.853468,0.462738,0.869164,0.477214,0.015695,0.014477,0.015693,0.015761,0.014492,0.014117,6.8e-05,-0.000375,6.8e-05,-0.000375
Llama 3 8B,4bit Static GPTQ,EN-GR,Has_Rare_Words,163,137,0.871347,0.851629,0.476622,0.458924,0.019718,0.017698,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.862342,0.46854,0.869164,0.477214,0.006821,0.008674,0.004042,0.010128,0.004199,0.014,0.006086,0.009801,0.006086,0.009801
Llama 3 8B,4bit Static GPTQ,EN-GR,High_Morphology,225,75,0.860648,0.867427,0.462243,0.48743,-0.006779,-0.025186,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.862342,0.46854,0.869164,0.477214,0.006821,0.008674,0.005807,0.009865,0.009742,0.005471,0.004058,-0.004271,0.004058,-0.004271
Llama 3 8B,4bit Static GPTQ,EN-GR,Is_Long_Sentence,288,12,0.862488,0.858849,0.467792,0.486481,0.003638,-0.018689,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.862342,0.46854,0.869164,0.477214,0.006821,0.008674,0.007582,-0.011441,0.008783,0.006066,-0.019024,-0.002717,-0.019024,-0.002717
Llama 3 8B,4bit True GPTQ,EN-GR,Has_Rare_Words,163,137,0.872429,0.85847,0.477457,0.46276,0.013959,0.014697,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.866054,0.470745,0.869164,0.477214,0.003109,0.006469,0.00296,0.003287,0.003364,0.010164,0.000327,0.0068,0.000327,0.0068
Llama 3 8B,4bit True GPTQ,EN-GR,High_Morphology,225,75,0.866049,0.866069,0.466794,0.482599,-2e-05,-0.015805,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.866054,0.470745,0.869164,0.477214,0.003109,0.006469,0.000405,0.011222,0.005192,0.010302,0.010817,0.00511,0.010817,0.00511
Llama 3 8B,4bit True GPTQ,EN-GR,Is_Long_Sentence,288,12,0.867033,0.842577,0.469988,0.488923,0.024456,-0.018935,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.866054,0.470745,0.869164,0.477214,0.003109,0.006469,0.003037,0.004831,0.006588,0.003625,0.001794,-0.002963,0.001794,-0.002963
Llama 3 8B,Analytical Net Mngr 5GB,EN-GR,Has_Rare_Words,163,137,0.386576,0.401221,0.004987,0.01648,-0.014645,-0.011492,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.393264,0.010236,0.869164,0.477214,0.4759,0.466979,0.488813,0.460536,0.475833,0.456444,-0.028277,-0.019389,-0.028277,-0.019389
Llama 3 8B,Analytical Net Mngr 5GB,EN-GR,High_Morphology,225,75,0.381552,0.428398,0.009913,0.011204,-0.046846,-0.001292,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.393264,0.010236,0.869164,0.477214,0.4759,0.466979,0.484902,0.448894,0.462073,0.481696,-0.036008,0.019623,-0.036008,0.019623
Llama 3 8B,Analytical Net Mngr 5GB,EN-GR,Is_Long_Sentence,288,12,0.39569,0.335021,0.010058,0.01449,0.06067,-0.004432,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.393264,0.010236,0.869164,0.477214,0.4759,0.466979,0.47438,0.512387,0.466517,0.478058,0.038008,0.011541,0.038008,0.011541
Llama 3 8B,Empirical Net Mngr 5.5GB,EN-GR,Has_Rare_Words,163,137,0.828742,0.816341,0.434683,0.438092,0.012401,-0.003409,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.823079,0.43624,0.869164,0.477214,0.046084,0.040974,0.046646,0.045415,0.046137,0.034832,-0.001231,-0.011305,-0.001231,-0.011305
Llama 3 8B,Empirical Net Mngr 5.5GB,EN-GR,High_Morphology,225,75,0.817015,0.841272,0.434249,0.442214,-0.024258,-0.007965,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.823079,0.43624,0.869164,0.477214,0.046084,0.040974,0.049439,0.036019,0.037737,0.050687,-0.01342,0.01295,-0.01342,0.01295
Llama 3 8B,Empirical Net Mngr 5.5GB,EN-GR,Is_Long_Sentence,288,12,0.824051,0.799753,0.434673,0.473845,0.024298,-0.039172,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.823079,0.43624,0.869164,0.477214,0.046084,0.040974,0.046019,0.047655,0.041902,0.018703,0.001636,-0.023199,0.001636,-0.023199
Llama 3 8B,Fp4,EN-GR,Has_Rare_Words,163,137,0.861916,0.845071,0.462155,0.440871,0.016844,0.021284,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.854223,0.452436,0.869164,0.477214,0.01494,0.024779,0.013473,0.016686,0.018665,0.032053,0.003212,0.013388,0.003212,0.013388
Llama 3 8B,Fp4,EN-GR,High_Morphology,225,75,0.849391,0.868719,0.447327,0.467761,-0.019327,-0.020434,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.854223,0.452436,0.869164,0.477214,0.01494,0.024779,0.017063,0.008573,0.024658,0.02514,-0.00849,0.000481,-0.00849,0.000481
Llama 3 8B,Fp4,EN-GR,Is_Long_Sentence,288,12,0.854832,0.839622,0.451602,0.472453,0.01521,-0.020851,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.854223,0.452436,0.869164,0.477214,0.01494,0.024779,0.015238,0.007786,0.024974,0.020095,-0.007452,-0.004879,-0.007452,-0.004879
Llama 3 8B,Fp4 AWQ,EN-GR,Has_Rare_Words,163,137,0.863014,0.849656,0.465255,0.45802,0.013358,0.007235,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.856914,0.461951,0.869164,0.477214,0.01225,0.015263,0.012375,0.012101,0.015565,0.014904,-0.000274,-0.000662,-0.000274,-0.000662
Llama 3 8B,Fp4 AWQ,EN-GR,High_Morphology,225,75,0.856708,0.85753,0.458298,0.472912,-0.000822,-0.014614,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.856914,0.461951,0.869164,0.477214,0.01225,0.015263,0.009746,0.019761,0.013688,0.019989,0.010015,0.006301,0.010015,0.006301
Llama 3 8B,Fp4 AWQ,EN-GR,Is_Long_Sentence,288,12,0.857322,0.847119,0.46027,0.502294,0.010203,-0.042023,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.856914,0.461951,0.869164,0.477214,0.01225,0.015263,0.012748,0.000289,0.016305,-0.009746,-0.012459,-0.026051,-0.012459,-0.026051
Llama 3 8B,Fp8,EN-GR,Has_Rare_Words,163,137,0.877204,0.862777,0.48252,0.469767,0.014427,0.012753,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.870615,0.476696,0.869164,0.477214,-0.001452,0.000518,-0.001815,-0.00102,-0.0017,0.003157,0.000794,0.004857,0.000794,0.004857
Llama 3 8B,Fp8,EN-GR,High_Morphology,225,75,0.868708,0.876338,0.471557,0.492113,-0.00763,-0.020556,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.870615,0.476696,0.869164,0.477214,-0.001452,0.000518,-0.002254,0.000953,0.000428,0.000788,0.003207,0.000359,0.003207,0.000359
Llama 3 8B,Fp8,EN-GR,Is_Long_Sentence,288,12,0.870814,0.865849,0.475701,0.500585,0.004965,-0.024884,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.870615,0.476696,0.869164,0.477214,-0.001452,0.000518,-0.000744,-0.018441,0.000875,-0.008037,-0.017697,-0.008912,-0.017697,-0.008912
Llama 3 8B,Fp8 Per Tensor,EN-GR,Has_Rare_Words,163,137,0.875334,0.862829,0.480133,0.476794,0.012506,0.00334,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.869623,0.478608,0.869164,0.477214,-0.00046,-0.001394,5.4e-05,-0.001072,0.000687,-0.00387,-0.001126,-0.004557,-0.001126,-0.004557
Llama 3 8B,Fp8 Per Tensor,EN-GR,High_Morphology,225,75,0.867933,0.874693,0.471926,0.498655,-0.00676,-0.026729,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.869623,0.478608,0.869164,0.477214,-0.00046,-0.001394,-0.001479,0.002598,6e-05,-0.005754,0.004077,-0.005814,0.004077,-0.005814
Llama 3 8B,Fp8 Per Tensor,EN-GR,Is_Long_Sentence,288,12,0.869593,0.87036,0.476701,0.524374,-0.000767,-0.047673,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.869623,0.478608,0.869164,0.477214,-0.00046,-0.001394,0.000477,-0.022952,-0.000126,-0.031826,-0.023429,-0.0317,-0.023429,-0.0317
Llama 3 8B,Full Model,EN-GR,Has_Rare_Words,163,137,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.869164,0.477214,0.869164,0.477214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama 3 8B,Full Model,EN-GR,High_Morphology,225,75,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.869164,0.477214,0.869164,0.477214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama 3 8B,Full Model,EN-GR,Is_Long_Sentence,288,12,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.869164,0.477214,0.869164,0.477214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama 3 8B,Int2 Batch16,EN-GR,Has_Rare_Words,163,137,0.29956,0.290706,0.000637,0.00683,0.008854,-0.006193,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.295516,0.003465,0.869164,0.477214,0.573647,0.473749,0.575829,0.571051,0.480184,0.466094,-0.004778,-0.01409,-0.004778,-0.01409
Llama 3 8B,Int2 Batch16,EN-GR,High_Morphology,225,75,0.289114,0.314723,0.003723,0.00269,-0.025609,0.001034,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.295516,0.003465,0.869164,0.477214,0.573647,0.473749,0.57734,0.562569,0.468262,0.490211,-0.014771,0.021948,-0.014771,0.021948
Llama 3 8B,Int2 Batch16,EN-GR,Is_Long_Sentence,288,12,0.297408,0.250115,0.003448,0.003865,0.047293,-0.000417,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.295516,0.003465,0.869164,0.477214,0.573647,0.473749,0.572662,0.597293,0.473127,0.488683,0.024631,0.015555,0.024631,0.015555
Llama 3 8B,Int4,EN-GR,Has_Rare_Words,163,137,0.869038,0.845034,0.468557,0.451337,0.024003,0.01722,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.858076,0.460693,0.869164,0.477214,0.011088,0.016522,0.006351,0.016723,0.012264,0.021587,0.010371,0.009323,0.010371,0.009323
Llama 3 8B,Int4,EN-GR,High_Morphology,225,75,0.856384,0.863151,0.45484,0.478252,-0.006767,-0.023412,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.858076,0.460693,0.869164,0.477214,0.011088,0.016522,0.01007,0.01414,0.017146,0.014649,0.00407,-0.002497,0.00407,-0.002497
Llama 3 8B,Int4,EN-GR,Is_Long_Sentence,288,12,0.858084,0.857889,0.459091,0.499137,0.000195,-0.040046,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.858076,0.460693,0.869164,0.477214,0.011088,0.016522,0.011986,-0.010481,0.017485,-0.006589,-0.022467,-0.024073,-0.022467,-0.024073
Llama 3 8B,Int4 AWQ,EN-GR,Has_Rare_Words,163,137,0.865633,0.847886,0.471697,0.454354,0.017747,0.017343,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.857529,0.463777,0.869164,0.477214,0.011635,0.013437,0.009756,0.013871,0.009123,0.018569,0.004115,0.009446,0.004115,0.009446
Llama 3 8B,Int4 AWQ,EN-GR,High_Morphology,225,75,0.855046,0.864976,0.457113,0.483769,-0.00993,-0.026656,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.857529,0.463777,0.869164,0.477214,0.011635,0.013437,0.011408,0.012316,0.014872,0.009131,0.000908,-0.005741,0.000908,-0.005741
Llama 3 8B,Int4 AWQ,EN-GR,Is_Long_Sentence,288,12,0.857983,0.84662,0.463274,0.475853,0.011363,-0.012579,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.857529,0.463777,0.869164,0.477214,0.011635,0.013437,0.012087,0.000788,0.013301,0.016695,-0.011299,0.003394,-0.011299,0.003394
Llama 3 8B,Int8,EN-GR,Has_Rare_Words,163,137,0.871779,0.862613,0.47701,0.475716,0.009166,0.001294,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.867593,0.476419,0.869164,0.477214,0.00157,0.000795,0.00361,-0.000857,0.003811,-0.002792,-0.004466,-0.006603,-0.004466,-0.006603
Llama 3 8B,Int8,EN-GR,High_Morphology,225,75,0.865615,0.87353,0.46844,0.500356,-0.007915,-0.031916,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.867593,0.476419,0.869164,0.477214,0.00157,0.000795,0.00084,0.003762,0.003546,-0.007456,0.002922,-0.011001,0.002922,-0.011001
Llama 3 8B,Int8,EN-GR,Is_Long_Sentence,288,12,0.868198,0.853074,0.475341,0.502293,0.015124,-0.026951,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.867593,0.476419,0.869164,0.477214,0.00157,0.000795,0.001872,-0.005666,0.001234,-0.009745,-0.007538,-0.010979,-0.007538,-0.010979
Llama 3 8B,Int8 A8W8,EN-GR,Has_Rare_Words,163,137,0.875864,0.8644,0.483912,0.464286,0.011465,0.019626,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.870629,0.47495,0.869164,0.477214,-0.001465,0.002265,-0.000476,-0.002643,-0.003092,0.008638,-0.002167,0.01173,-0.002167,0.01173
Llama 3 8B,Int8 A8W8,EN-GR,High_Morphology,225,75,0.86918,0.874974,0.467505,0.497286,-0.005794,-0.029781,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.870629,0.47495,0.869164,0.477214,-0.001465,0.002265,-0.002726,0.002317,0.004481,-0.004385,0.005044,-0.008866,0.005044,-0.008866
Llama 3 8B,Int8 A8W8,EN-GR,Is_Long_Sentence,288,12,0.871242,0.855916,0.47381,0.502312,0.015325,-0.028502,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.870629,0.47495,0.869164,0.477214,-0.001465,0.002265,-0.001172,-0.008508,0.002766,-0.009764,-0.007337,-0.01253,-0.007337,-0.01253
Llama 3 8B,Int8 Bookends,EN-GR,Has_Rare_Words,163,137,0.878577,0.857928,0.48745,0.469023,0.020649,0.018427,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.869147,0.479035,0.869164,0.477214,1.6e-05,-0.001821,-0.003188,0.003829,-0.00663,0.003901,0.007017,0.010531,0.007017,0.010531
Llama 3 8B,Int8 Bookends,EN-GR,High_Morphology,225,75,0.867713,0.873449,0.4718,0.500742,-0.005736,-0.028943,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.869147,0.479035,0.869164,0.477214,1.6e-05,-0.001821,-0.001259,0.003842,0.000186,-0.007842,0.005102,-0.008028,0.005102,-0.008028
Llama 3 8B,Int8 Bookends,EN-GR,Is_Long_Sentence,288,12,0.869815,0.853116,0.478169,0.499827,0.016699,-0.021658,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.869147,0.479035,0.869164,0.477214,1.6e-05,-0.001821,0.000255,-0.005708,-0.001594,-0.007279,-0.005963,-0.005686,-0.005963,-0.005686
Llama 3 8B,Nf4,EN-GR,Has_Rare_Words,163,137,0.86781,0.84912,0.471916,0.450207,0.01869,0.021709,0.875389,0.861757,0.48082,0.472924,0.013632,0.007897,0.859275,0.462002,0.869164,0.477214,0.009888,0.015212,0.007579,0.012637,0.008905,0.022717,0.005058,0.013812,0.005058,0.013812
Llama 3 8B,Nf4,EN-GR,High_Morphology,225,75,0.857008,0.866077,0.456787,0.47765,-0.009069,-0.020863,0.866454,0.877291,0.471986,0.492901,-0.010837,-0.020915,0.859275,0.462002,0.869164,0.477214,0.009888,0.015212,0.009446,0.011214,0.015199,0.015251,0.001768,5.2e-05,0.001768,5.2e-05
Llama 3 8B,Nf4,EN-GR,Is_Long_Sentence,288,12,0.860281,0.835132,0.461034,0.485246,0.025149,-0.024212,0.87007,0.847408,0.476575,0.492548,0.022662,-0.015972,0.859275,0.462002,0.869164,0.477214,0.009888,0.015212,0.009789,0.012276,0.015542,0.007302,0.002487,-0.00824,0.002487,-0.00824
Llama 3 8B,2bit 10% Fast Spqr,GR-EN,Has_Rare_Words,61,239,0.710871,0.670633,0.423327,0.395814,0.040238,0.027513,0.882546,0.867574,0.599823,0.59872,0.014972,0.001103,0.678815,0.401408,0.870618,0.598944,0.191803,0.197536,0.171675,0.196941,0.176496,0.202906,0.025266,0.02641,0.025266,0.02641
Llama 3 8B,2bit 10% Fast Spqr,GR-EN,High_Morphology,225,75,0.67368,0.694219,0.397407,0.413412,-0.020539,-0.016005,0.868452,0.877118,0.593573,0.615056,-0.008666,-0.021483,0.678815,0.401408,0.870618,0.598944,0.191803,0.197536,0.194771,0.182899,0.196167,0.201644,-0.011872,0.005478,-0.011872,0.005478
Llama 3 8B,2bit 10% Fast Spqr,GR-EN,Is_Long_Sentence,277,23,0.681474,0.646793,0.400442,0.413041,0.034681,-0.012599,0.872149,0.852183,0.595168,0.644421,0.019966,-0.049253,0.678815,0.401408,0.870618,0.598944,0.191803,0.197536,0.190675,0.20539,0.194726,0.23138,0.014715,0.036654,0.014715,0.036654
Llama 3 8B,2bit 5% Spqr,GR-EN,Has_Rare_Words,61,239,0.382326,0.340946,0.186234,0.149242,0.04138,0.036992,0.882546,0.867574,0.599823,0.59872,0.014972,0.001103,0.34936,0.156764,0.870618,0.598944,0.521259,0.44218,0.50022,0.526628,0.413589,0.449477,0.026408,0.035889,0.026408,0.035889
Llama 3 8B,2bit 5% Spqr,GR-EN,High_Morphology,263,37,0.351002,0.337682,0.159055,0.140476,0.01332,0.018579,0.868452,0.877118,0.593573,0.615056,-0.008666,-0.021483,0.34936,0.156764,0.870618,0.598944,0.521259,0.44218,0.517449,0.539436,0.434518,0.47458,0.021987,0.040062,0.021987,0.040062
Llama 3 8B,2bit 5% Spqr,GR-EN,Is_Long_Sentence,277,23,0.354401,0.288639,0.160455,0.112316,0.065762,0.048139,0.872149,0.852183,0.595168,0.644421,0.019966,-0.049253,0.34936,0.156764,0.870618,0.598944,0.521259,0.44218,0.517748,0.563544,0.434713,0.532105,0.045797,0.097392,0.045797,0.097392
Llama 3 8B,4bit K-Means,GR-EN,Has_Rare_Words,61,239,0.790925,0.738865,0.488073,0.444899,0.05206,0.043175,0.882546,0.867574,0.599823,0.59872,0.014972,0.001103,0.74945,0.453678,0.870618,0.598944,0.121168,0.145266,0.091621,0.128709,0.11175,0.153821,0.037088,0.042071,0.037088,0.042071
Llama 3 8B,4bit K-Means,GR-EN,High_Morphology,225,75,0.749785,0.748446,0.447647,0.471768,0.001339,-0.024121,0.868452,0.877118,0.593573,0.615056,-0.008666,-0.021483,0.74945,0.453678,0.870618,0.598944,0.121168,0.145266,0.118667,0.128672,0.145926,0.143288,0.010005,-0.002638,0.010005,-0.002638
Llama 3 8B,4bit K-Means,GR-EN,Is_Long_Sentence,277,23,0.749674,0.746755,0.448796,0.512464,0.002919,-0.063667,0.872149,0.852183,0.595168,0.644421,0.019966,-0.049253,0.74945,0.453678,0.870618,0.598944,0.121168,0.145266,0.122475,0.105428,0.146372,0.131957,-0.017047,-0.014415,-0.017047,-0.014415
Llama 3 8B,4bit Omniquant,GR-EN,Has_Rare_Words,61,239,0.860703,0.839236,0.573112,0.564271,0.021466,0.008841,0.882546,0.867574,0.599823,0.59872,0.014972,0.001103,0.843601,0.566069,0.870618,0.598944,0.027017,0.032875,0.021843,0.028338,0.026711,0.034449,0.006495,0.007738,0.006495,0.007738
